isbn13,title,sell px,offers,90d,stock,asr
9781842430064,Hand I Played: A Poker Memoir,15.29,1,0,82,3234231
9781843440239,Making Of A Poker Player,8.99,3,2,16,1327101
9781854441348,F. Ernest Jackson and His School,4.79,6,0,1101,5078915
9780091885694,Death: A User's Guide (User's Guides),4.82,2,0,5,3366945
9781864290103,"Pocketful of Stars, A",3.8,1,0,47,7589956
9780224076807,Insatiable: Competitive Eating & Big Fat American Dream,4.79,3,0,103,2856297
9789879338568,Love Never Ends,3.95,2,0,10,2000000
9780716021414,Cosmetic Watch: Lifting the Lid Off Cosmetic Ingre,4.79,2,0,38,3363572
9780856603495,How to Succeed at Assessment Centres,4.79,2,0,25,10112367
9780717131242,Complete Breast Book,5.29,3,0,1093,12484262
9780859697705,Feverfew (Sheldon Natural Remedies),4.8,1,0,93,6426167
9780006530381,I Am No Longer Myself Without You: How Men Love Wo,5.3,2,1,58,1679411
9780752864938,You Are Here,4.48,8,3,1062,1039955
9780575603370,Feng Shui for Entertaining,3.49,4,0,30,10345366
9781600610691,For Boys Only / For Girls Only,3.29,3,0,1030,5586318
9780436205354,Triksta - Life & Death & New Orleans Rap,4.8,3,3,103,1450336
9780753812891,Ways of Hearing,3.99,4,0,106,3844521
9780006750598,When She Hollers,3.34,5,0,1134,2026119
9780316640770,Staffordshire Figures (Christie's Collectables),2.8,10,2,211,1540996
9780099470144,"Lovebites: A Cornucopia of Love, Desire and Sauce",2.7,5,0,1102,5801281
9781402206818,Do You Know Your Teen?: A Fun Quiz About Your Grea,4.8,1,0,100,4560411
9781599212227,PMS - Problems Men Started,6.58,3,0,1101,2000000
9780091896928,Family Dog: Celebrating Our Favourite Relative,2.81,10,0,49,3902581
9781842432747,Little Book Of Lonelyhearts,2.81,10,0,1116,7300342
9781854795601,The Little Book of Voodoo,4.8,3,1,1016,2183198
9781903938539,Bird in the Hand (Humour),4.79,5,0,1092,12377052
9781932857382,Scamorama,8.99,2,0,104,6217752
9780099440734,The Book of Colour,6.05,13,2,1128,1181093
9780413744807,Nobrow,7.19,1,2,105,883253
9780715312650,Emma Hunk's Country Painting Style: 20 Decorative,6.36,4,0,84,2657857
9781905745166,Confessions of a Showman,6.29,1,6,100,72713
9780753512647,How To Make Music In Your Bedroom,4.39,3,3,110,1320951
9781854440754,Eighteenth-century French Porcelain in the Ashmole,5.86,2,1,3,1507246
9781903047408,Hitchhiker's Guide: Pocket Essentials,3.59,6,0,181,2127069
9781844135448,Cover Versions: Singing Other People's Songs,2.81,6,1,1123,2463503
9780091885786,Clubland Confidential,8.79,3,2,104,899529
9780747593096,House Music - Oona King Diaries,5.44,14,6,1141,262786
9780752440286,Elizabeth Robins - Staging A Life,12.99,12,0,1187,2000000
9780571226474,Keystone: Life & Clowns of Mack Sennett,6.2,13,4,1322,266923
9781841612249,Odd Streak - No Intelligent Life Here. #2,4.8,2,3,101,513283
9780091899158,Travels With Macy (not USA),3.61,4,8,1067,198840
9780099521334,Dog Allusion,4.8,2,2,1036,282054
9781905411252,Carlisle United - On This Day,3.59,5,2,1127,121222
9780349112701,Le Foot - The Legends Of French Football,6.3,1,1,26,617848
9780006379775,Oatmeal Ark: From the Western Isles to a Promi,5.45,1,2,18,527128
9781840464184,Pendulum Years,11.23,2,4,106,584959
9780747596035,Red Azalea,6.24,12,10,1160,144776
9780747565581,Pain: the Science & Culture of Why We Hurt,8.2,3,2,101,1539636
9780753513521,Made In Brighton,1.99,4,3,145,1416353
9780752457055,Bats In The Larder - Memories of a 1970s Childhood By The Sea,5.8,8,3,1155,340355
9781847390059,Life On Mars - The Official Companion,5.99,6,4,111,492244
9781447209447,Caravans & Wedding Bands - Memories of a Romany Life,3.89,13,3,164,241961
9781847373687,FA Confidential,5.92,4,1,52,2946287
9780720611052,Window In The Corner - a Half-Century of Children's TV,6.32,10,3,275,869042
9780753821480,Voyageur,5.73,3,3,7,681960
9780810997035,"What To Wear, Where",3.79,2,3,101,603152
9780099481294,Unaccompanied Women,4.39,2,2,102,323930
9781861540508,Urgent Images - The Graphic Language Of The Fax,7.2,9,3,1090,617097
9781842433164,Utopia,3.6,14,2,1190,509532
9780571234790,Trickster Travels,7.26,20,4,52,670778
9780007181322,Sunshine On Putty,7,6,2,1220,166126
9780571196968,Planet Of The Blind,4.8,11,3,190,381479
9781841952079,Misadventures,8.09,1,1,200,1090471
9780752843803,Guardian Columns 1998-2000,7.19,1,5,46,771696
9781843440130,Fast Company,5.8,2,4,100,768395
9780007183166,Democracy Needs Aristocracy,8.92,5,3,1180,1074234
9780571250592,Afterglow Of Creation,4.99,15,10,126,187917
9781847672933,"For Richer, For Poorer",5.25,14,37,1154,15790
9780753522363,Future Babble,8.97,5,5,70,500447
9780007375226,God Species,4.99,11,7,227,593514
9781780910048,On The Run Around Manchester,7.93,3,0,108,484588
9780571272198,TV Go Home,6.6,2,11,105,114418
9780571278527,Death Of A Polaroid - A Manics Family Album,5.24,16,12,56,448957
9780752447513,Tom Cribb - The Life of the Black Diamond,12.9,3,2,104,146977
9781401910907,Psychic Healing (uk & europe only),7.79,3,1,101,1833625
9781909653146,Theory & Practice Of Gamesmanship,7.52,1,3,102,613581
9781848501430,Man Who Drove With His Eyes Closed (uk & europe only),7.68,5,1,1131,1095200
9780099551881,Shades Of Greene - One Generation Of An English Family,6.6,8,3,1032,524041
9781907532245,Steamy Sex,8.09,0,1,2,1967393
9789654941280,Biochemical Key,12.99,2,1,105,4119666
9781785310546,Death Of Rugby,6.49,16,5,163,354990
9780224100045,"O, Louis: In Search of Louis Van Gaal",6.11,12,5,112,179973
9781847250179,Jew Suss,40,5,4,1215,167444
9781908051394,In Sunshine Or In Shadow - Derek Dougan (Wolves),7.8,1,3,1098,320751
9780752421698,Roger Freestone - Another Day At The Office  (Newport / Chelsea / Swansea / Hereford),10.76,2,2,1101,607368
9781905326693,Glory Glory! Man Utd In The '90s: The Players' Stoires (Manchester United),6.97,8,6,75,524203
9781907637094,We're The Famous Man Utd: Old Trafford In The 80s- The Players's Stories    (Manchester),0,2,4,14,209535
9780099543084,Bullet Proof,4.99,5,2,2119,1064770
9780099569329,Don't Let The Bastards Grind You Down,5.8,8,5,1136,599027
9781908041326,Why Willows Weep: Contemporary Tales From The Woods,6.68,18,5,440,181410
9781446302583,Introduction To Wedding Photography,8.47,5,1,110,1284969
9781785312120,Real Roy Of The Rovers Stuff,6.25,19,12,1168,331262
9781844009824,Classic Voices In Food - The Gentle Art Of Cookery,8.8,9,5,131,359927
9780713684865,Jiu Jitsu For All - Brown Belt to Black Belt,6.78,4,3,109,869007
9781783521043,Ta-Ra-Ra Boom De-Ay: The Dodgy Business of Popular Music,8.09,4,4,112,326562
9780745332031,Complacency & Collusion: A Critical Introduction to Business & Financial Journalism,22.99,5,2,51,932052
9781842433058,Movie Movements,6.3,6,1,116,238382
9780750938297,Longest Journey - Sussex's Championship Triumph,6.2,13,2,233,1410695
9781909178441,Great English Final  (Blackpool / Bolton Wanderers),16.14,3,3,101,1155757
9781849543750,Odd Couple: The Curious Friendship Between Kingsley Amis & Philip Larkin,7.95,6,4,481,664037
9781905326891,And Still Ricky Villa   (Tottenham Hotspur),6.8,6,4,1115,612846
9780750945028,Feed The Goat (Manchester City) (Hardback),16.19,0,3,100,639445
9781471128547,"You Don't Know Me, But...A Footballer's Life",6.05,9,2,2105,261103
9781909178625,Real Jeeves   (Warwickshire),13.07,10,4,1228,356223
9781848502567,Right Time Baby,6,7,3,1114,268844
9781785310799,Penalty King  (Rangers),7.05,7,7,114,950062
9781452101415,Craft Inc.,6.46,4,2,10,1277040
9780224098274,Dreamstreets: A Journey Through Britain's Village Utopias,10,4,3,115,868063
9781907637575,Moz: My Story  (Leeds/Warrington/Bradford),7.97,5,8,120,363021
9781909178335,"Can't Sleep, Can't Train, Can't Stop: More Misadventures In Triathlon",5.05,12,5,1258,628162
9781909471535,Strictly Classified: Insights Into The Trainer's Mind,11.39,3,3,145,591972
9781849901246,Strictly Come Dancing 2011 - The Official Annual,11.69,1,3,1052,222400
9781849901550,Strictly Come Dancing 2012 - The Official Annual,13.94,3,5,1037,421493
9781782197584,Making God Laugh,4,10,2,139,1918026
9781785037177,Law Of The Playground,5.99,3,6,14,85624
9780276444012,Looking Back At Britain - 1970s: Flower Power To Union Power,11.79,3,2,106,413966
9780810996151,Saxophone Colossus: A Portrait of Sonny Rollins,8.68,4,6,112,491832
9780091926960,3 Commando Brigade,4.97,8,8,1012,269760
9780563522720,Gastronaut,5.79,3,1,95,1105943
9781842433201,Asian Horror,5.74,3,4,80,1424209
9780091778378,35MM Handbook,5.48,3,8,101,191120
9781782064626,Girls' Bicycle Handbook,5.79,6,3,109,649389
9781472901804,Team Handball 101,4.97,21,6,90,553500
9781845433765,Surfing Handbook,13.78,2,1,28,1861938
9780760351840,EAA Oshkosh: The Best Airventure Photography,8.85,5,1,106,1905649
9780752449043,Glamour In The Skies: The Golden Age of the Air Stewardess,9.39,7,3,214,695733
9780224100021,"Night Games: Sex, Power & A Journey Into The Dark Heart Of Sport",5.97,12,2,156,590433
9781844548941,Richard Dunwoody: Horses Of My Life  (Ireland),13.49,0,1,1083,1165472
9781906850692,Rock'n'Roll Soccer: The Short Life & Fast Times of the N.American Soccer League,6.63,11,2,267,1152086
9781905367108,Core Workout,8.83,6,5,1107,551233
9781905411603,Cricket On This Day,5.55,11,7,1379,248909
9780007527717,Dad You Suck,5.79,12,15,1697,416973
9781781801031,Daily Love: Growing Into Grace,5.3,17,5,1115,693624
9780826431394,De-Cluttered School,10.74,3,2,103,282487
9780552778008,Don't Sweat The Aubergine,8.18,9,6,1070,445369
9780745333540,Doomed By Hope - Essays On Arab Theatre,8.93,5,1,14,1813115
9780752441368,Edmund Gosse - A Literary Landscape,9.69,12,2,144,1468689
9781849547925,End Of Apartheid: Diary Of A Revolution,12.37,7,4,144,498655
9780571270095,Enough is Enough,5.73,9,3,340,651025
9780224092357,Federer & Me: A Story Of Obsession,8,3,4,3,664339
9780753519363,Fierce,9.21,8,4,1070,241719
9781909471580,Focused: My Life In Pictures,8.41,6,2,1115,502324
9780752449968,"German Schoolboy, British Commando",6.85,9,3,116,665211
9780715332023,Ghosts Caught On Film 2,6.2,3,3,82,889474
9780091912406,Girl With A One Track Mind,6.97,10,9,1130,441609
9781848318205,Girls Uninterrupted,5.79,17,7,1387,52313
9781781311622,Greasepaint & Cordite,5.97,6,5,94,505348
9780750928045,Greatest Storm: Britain's Night Of Destruction November,8.4,3,4,104,543521
9780571231157,Hallelujah Junction - Composing An American Life,7.99,12,3,1280,403991
9780811874458,Happy Home,14.43,4,2,1015,192959
9781905156849,Henry Cecil: Trainer Of Genius,6.2,12,5,171,90304
9780091903596,Home - 27 Knitted Designs For Living,6.7,7,3,71,631998
9781906502157,Hornchurch Offensive,7.1,2,4,108,994619
9781848505919,How I Said Bah! To Cancer,3.3,8,3,1133,771587
9781910498699,Hurricane Fly: The Ultimate Hurdler,6.41,4,3,8,465435
9780811874564,I Feel Relatively Neutral About New York,8.09,1,1,30,537717
9781446303375,I Love Cross Stitch: Alphabet Collection,4.25,10,2,1271,1331428
9780745332697,Islamic Utopia,7.1,5,1,1026,616337
9781785310492,It's Mick Not Mike  (Manchester United),8.97,3,4,101,775548
9780224075091,Jacobs Beach,6,5,8,1090,510300
9780752455129,James Fitzjames - The Mystery Man Of The Franklin Expedition,7.05,3,4,105,114423
9781445611464,Kilmarnock Fact Book  (Scotland),10.61,3,1,105,1578537
9781408114131,Know The Game - Pool,6.65,3,1,107,1157812
9780826430076,Left In The Past - Radicalism & The Politics of Nostalgia,22.99,12,3,1159,599554
9780752452524,Letters From An Airfield  (Suffolk),6.4,9,1,1160,1881386
9781841655413,Life In The 1970s,4.8,4,3,1103,534323
9781781801932,Life's Operating Manual,7.45,3,2,101,1309733
9780859653176,Lindsay Anderson: Never Apologise - The Collected Writings,7.63,9,4,174,1007667
9781785901423,Little Red Book Of Corbyn Jokes,5.69,22,9,1395,553124
9780099587026,Macauley: Britain's Liberal Imperialist,6.33,12,3,54,603005
9780745334950,Making Of An African Working Class,11.49,10,1,1143,636375
9781849544627,Meat Fix,8.09,3,3,98,775793
9780099538035,Narcomania - How Britain Got Hooked On Drugs,4.99,13,8,22,151500
9781857703405,Natural Kent,8.98,2,3,107,923266
9780593065778,No Expenses Spared,9.99,4,5,116,503472
9781848509610,No Storm Lasts Forever,5.69,2,2,102,381594
9781783520374,No.9 Bus To Utopia,5.95,18,5,608,596019
9781905411399,Oldham Athletic - Miscellany,6.25,11,2,1430,248615
9781445638614,Oldham Athletic: A Pictorial History,6,6,4,1151,481605
9781908051332,On This Day: Rangers,5.78,5,4,273,632608
9781849543330,Order! Order! : A Parliamentary Miscellany,7.05,2,2,103,516139
9780224098304,Other People's Countries: A Journey Into Memory,7.45,3,3,111,621416
9781859361573,Our Hunting Fathers: Field Sports in England After 1850,6.75,3,4,114,546012
9781401915643,"Past, Present & Future",4.29,7,3,355,1241067
9781849548144,Pitch Black: The Story of Black British Footballers,7.91,19,10,1413,245460
9781848502406,Positive Drinking,6.13,4,3,20,806183
9780713688092,Practical Printmaking,7.99,13,3,1123,401495
9781408105870,Practical Textiles Techniques,13.95,14,5,1127,647607
9781844552450,Practise & Pass Professional Verbal Reasoning Tests,5,12,6,1225,60088
9780091941833,Princess Matilda Comes Home,7.46,11,5,1073,396516
9780713663419,Printmaking Handbooks - Inks,10.95,7,3,131,202016
9780713673494,Printmaking Handbooks - Printmaking on a Budget,8.95,4,3,112,146881
9781504800129,Professional Results: Soft Furnishings,8.47,6,3,128,539518
9781849161732,Prometheans,8.14,15,3,1238,586580
9781909626362,Punk Football: The Rise of Fan Ownership In English Football,8.17,14,4,1161,301604
9781782434160,QEII We Love You: a Child's-Eye Celebration of Queen Elizabeth II,4.49,3,6,109,391055
9780863565281,"Raw Memory - Prijedor, Laboratory of Ethnic Cleansing",7.83,3,1,79,1679158
9781846040436,Realm Beyond,8.99,1,2,145,698511
9781905367597,Recognise Yourself: Beauty Despite Cancer,13.57,2,2,106,1031511
9781909626393,Red Letter Days  (Arsenal),7.05,2,3,102,631748
9780571251674,Red Tory,9.5,12,9,1086,219296
9780752435534,Renault F1 1977-1997. Beyond The Yellow Teapot,8.11,4,2,52,482160
9780906290811,Richard Cosway,7,7,2,161,483359
9780745329277,Ricin! The Inside Story Of The Terror Plot That Never Was,6.65,10,2,1114,1548024
9781907637513,Riis - Stages Of Light & Dark,9.86,15,3,1123,534558
9780857331786,Rivals: Newcastle United Vs Sunderland (Classic Tyne & Wear Derby Games),6.61,3,1,159,1166141
9780711224094,Rock Climbing In Scotland,6.8,4,1,106,1480809
9781906509293,Sarah Raphael,8.47,8,1,174,1387805
9781847941329,Second Curve: Thoughts On Reinventing Society,8.78,2,6,84,545422
9781781801789,Secret Female Hormone: How Testosterone Replacement Can Change Your Life,7,5,4,1062,299321
9780571190621,Secret Muses - The Life Of Frederick Ashton,15.21,5,2,1114,442959
9781848500181,Secret Pleasures Of Menopause  (uk & europe only),11.87,4,6,262,778034
9780571290321,Secrets Of The Conqueror,19.99,1,4,102,536820
9781785310119,Sex & Drugs & Rebel Tours: The England Cricket Team in the 80s,8.75,10,3,1253,531457
9780099533597,Smoking Ears & Screaming Teeth,7.55,6,2,1046,1365436
9780752449845,Soldiers Of The Queen,7.09,12,3,1242,504195
9780750963985,Springer Spaniels,6.73,10,2,1259,409915
9781845136628,Standing My Ground,12.7,2,2,102,267262
9781782436638,Star Trek: Redshirt's Little Book Of Doom,10.9,6,2,106,634373
9781408131343,Stitching Pictures,16.74,12,4,1121,615465
9780091954994,Stop Overeating,6.8,6,3,110,137346
9780980274288,Story Of The Fly And How It Could Save The World,8.99,0,4,100,533346
9781845465865,"Taste Of The South-East: Regional Recipes From Berks, Hants, Kent, Surrey & Sussex",7.99,3,0,106,26557
9781847922755,To Move The World: JFK's Quest For Peace,8.47,4,2,1163,527019
9780224083256,Twirlymen,10.8,4,14,1068,268081
9781847960368,Ugly: The Aesthetics of Everything,8.18,4,5,113,506705
9781901464320,Ultimate Scottish C2C Guide: Across Scotland By Bike,6.07,10,2,1250,570970
9781785310041,United In Europe  (Manchester United),6.81,7,4,143,212980
9780571251285,Unwinding: An Inner History of the New America,12.19,2,3,71,531105
9781848501157,Waist Disposal,5.52,6,3,1131,447926
9780752427287,Welsh Grand National,4.9,10,2,1101,387989
9781849543965,Who Goes Home? A Parliamentary Miscellany,11.45,10,2,332,499641
9780571239795,Woman Who Shot Mussolini,9,3,12,1013,72608
9781848504646,Work It Out!,4,5,3,1211,458925
9781848500945,Writing In The Sand  (uk & europe only),5.29,6,2,1099,528639
9781849547130,Xavier: A British Secret Agent With The French Resistance,5.79,2,13,104,372668
9781785310461,Building The Dynasty: Manchester United 1946-1958,14.92,7,2,155,751077
9781787130982,Tiny Histories: Trivial Events & Trifling Decisions That Changed British History,6.99,2,12,1243,269738
9781787130326,Of Cats & Men: Profiles of History's Great Cat-Loving Arrtists etc.,4.99,4,10,206,567065
9780099477471,1 Out Of 10,7.75,2,3,76,461154
9781787132535,First Knits,10.14,14,25,91,45196
9780091899202,King Nicholas and the Copeman Empire,6.49,5,2,90,1106783
9780224062367,From the Virgil Caverns (Cape Poetry S.),2.79,4,0,1118,6782907
9781853260421,King Richard II (Wordsworth Classics),3.15,6,0,161,5783992
9781899344222,Hackman Blues (Bloodlines),6.15,3,2,116,1262498
9781845880842,Three Diggers,5.54,12,0,1255,3652299
9781902894034,Cunning Of The Dove,3.7,4,3,119,717591
9780863151330,Prayers and Verses for Contemplation,3.44,3,0,152,3542417
9781904316008,Blitz (White Trilogy Papaerback),4.25,3,0,1082,2304355
9780753813829,Congress of Rough Riders,2.8,4,2,9,1629699
9780571214556,Good Child's Guide to Rock n Roll,2.78,6,1,53,2499668
9781845882105,Wood Leighton,3.45,11,0,1215,2089917
9780571225804,"Wall Of The Sky, The Wall Of The Eye",4.99,13,2,82,1754167
9781845880811,Two Old Men's Tales,5.54,11,0,1295,3985468
9780571237166,Twelve Twenty Three,2.81,6,0,106,6630538
9781845880835,Suburban Sketches,5.54,9,0,1143,6515606
9780571240555,Stage Directions - Writing On Theatre 1970-2008,4.7,10,0,303,2364806
9781845880415,Rise Of Silas Lapham,4.79,13,0,1155,10377733
9780571235704,Northline,4.74,10,0,1154,3401401
9781845881979,Mr Verdant Green,5,2,0,102,2009130
9780224081405,My Little Armalite,4.78,3,2,31,1999564
9780333903483,Love - poems,3.45,4,0,86,5011787
9781860460678,Leopard IV - Bearing Witness,4.78,4,0,1075,3462714
9780571218585,Invasion Handbook,2.8,12,1,1223,1866756
9781845881917,Elsie Venner - A Romance of Destiny,7.44,12,0,1258,7131145
9781845880491,Attache - Or Sam Slick In England,4.38,11,0,257,3966713
9780571215997,Life & Opinions Of Maf The Dog & Of his Friend Marilyn Monroe,3.87,12,2,1099,1065448
9781899344826,Double Take,4.38,5,0,1032,7387340
9780352341440,Nexus Confessions Volume 5,9.95,3,0,31,3140791
9780352341136,Nexus Confessions Volume 3,6.13,2,0,102,2000000
9780352345097,Nexus Confessions - Volume 6,6.88,3,1,73,1758673
9780352341037,Nexus Confessions - Volume 2,5.64,4,1,125,1940101
9780352341129,Island Of Dr Sade,19.42,4,0,83,4039666
9781841652757,Rule Britannia: An Anthology Of Patriotic Poems,3.67,3,1,102,2408578
9781903687963,Trojan Whores,4.9,3,0,106,4018557
9781897809679,Tales From The Lodge,3.99,4,0,110,3741142
9781408854150,From A Distance,4.4,9,5,1152,431637
9780861661671,Playwright,11.99,2,0,112,2367750
9780861661824,Unearthing,8.39,2,2,27,1502403
9780857209542,Sacred River,6.2,3,2,109,1398956
9780099598664,Roy Of The Rovers: The Official Autobiography,7.73,9,7,1202,472244
9780099594734,I Will Marry George Clooney (...By Christmas),5.8,2,3,102,676758
9780091953645,Ex-Communication,8.99,3,4,1103,446262
9781907761744,Partner Swap - 20 Swinging and Swapping Stories,6.2,3,0,61,2714157
9780099566076,Engagement,4.67,17,2,1161,820291
9780099572251,Back To Back,8.09,1,1,6,1962738
9781408809570,Chef,4.79,5,1,114,1688675
9780099559160,Closed Doors,4.39,8,3,1054,148178
9780091944933,Come Home,5.25,4,0,90,1977898
9780099502791,Convent,5.03,4,2,67,1183944
9780352341143,Cooking Up a Storm,5,2,2,102,1620122
9780352331854,Dangerous Consequences,4.8,4,1,95,2899145
9780330461238,Dark Film,3.34,16,2,1126,451846
9780571244546,Dark Spectre,7.19,1,4,18,271043
9781781166253,Dave Vs. The Monsters: Ascendance,5.59,13,3,1306,1236033
9781781166215,Dave Vs. The Monsters: Emergence,6.51,15,2,350,1254624
9781781166239,Dave Vs. The Monsters: Resistance,6.07,12,2,264,1297369
9780099572688,Devil Is White,5.86,7,1,1212,2014620
9781781852385,Donovan Creed 5 - Wish List,5.07,15,2,1119,1330780
9781781852347,Donovan Creed 3 - Saving Rachel,3.19,17,2,323,1546368
9781781852408,Donovan Creed 6 - A Girl Like You,4.79,6,1,234,1497200
9781781852422,Donovan Creed 7 - Vegas Moon,4.79,14,1,141,1699803
9781908262202,Elemental Fire,4.99,3,0,103,5087731
9780099553144,Empress,4.99,2,2,84,1052578
9780352341952,Enchanted,4.8,3,0,106,2066686
9780099515654,Ever Open Door,7.99,3,1,79,1088689
9781785650161,Fable: Blood Of Heroes,5.99,11,4,1251,278068
9781781165799,Fable: Edge Of The World,5.65,18,6,1180,133843
9781846590627,Fall Of The Imam,4.86,3,2,52,1112881
9780099415190,Final Duty,9.99,8,1,1083,1828872
9781907475030,First Confessions,7.78,2,0,102,3650144
9780861661848,From Hell Companion,8.14,22,13,1158,202189
9780571210398,George Herbert,3.86,9,3,391,1092204
9780486298528,Ghosts,2.8,14,2,110,1283788
9780352345042,Girlflesh Castle,9.61,9,2,70,1066723
9780099553687,Glovemaker,8.04,4,1,94,1043393
9780352345264,Going Too Far,7.19,2,1,43,360328
9780099591986,Golden Evening,8.09,1,3,100,1343144
9781907704796,Golemchik,1.5,14,2,1227,272809
9780413773210,Government Inspector,6.2,5,0,116,2479792
9780099564539,Gypsy Wedding,5.39,4,1,1161,1086198
9780091944919,Harem Midwife,5.25,4,5,1095,987919
9780224077934,Harper,3.49,4,2,1,960926
9780099591962,Harris's Requiem,4.39,3,3,1049,1147735
9780460878654,Heinrich Heine (Everyman's Poetry),4.8,1,3,23,1337827
9780091921149,Heroines,7.18,2,0,61,12353129
9780571234646,Holy Land,5.16,15,3,1437,1160990
9780352347831,Hotbed,5.4,13,4,235,614890
9781907704987,Hunter,4.74,17,2,1276,696394
9781785030031,I Just Stepped Out,6.13,4,3,114,615173
9780352341976,In Too Deep,4.39,3,2,82,632766
9780352341969,Indecent Pursuit,8.87,2,3,102,1095331
9781911445418,Intruders,6.14,8,0,112,1807652
9781847490544,Italian,4.39,6,0,207,2019742
9780486420479,John Dryden - Selected Poems,1.99,3,0,1036,5263373
9781904706656,Journey Into Slavery,6.29,1,0,100,5096971
9780099534549,Land Of Marvels,4.79,6,2,1052,875114
9780861661626,League Of Extraordinary Gentlemen: Century 1969,5.99,22,5,1158,432338
9780861661633,League Of Extraordinary Gentlemen: Century 2009,2,15,4,1192,416445
9780352341389,Longing For Toys,5.38,2,1,37,1900821
9780099502999,Love Against All Odds,4.03,5,4,57,59506
9780743478274,Lucifer's Dragon,8.99,3,2,1109,1498654
9780091926434,Lust & Longing: Erotic Tales from Madame B,4.2,2,0,48,8027365
9780091916466,Madame B's White Hot & Wild Whispers,2.8,4,2,100,2188810
9780352340405,Manslave,4.3,6,0,107,2908986
9781908086150,Meeting Her Match,7.1,3,1,1101,1806234
9780571268818,Mick Imlah: Selected Poems,4.64,14,4,1431,185709
9780571281855,Mill For Grinding Old People Young,5.39,10,3,1239,1041781
9780747524892,Mr. Ives' Christmas,6.75,2,0,51,2495267
9781905692088,Mutation,4.8,5,0,108,3623464
9780571239689,My Last Confession,7.62,3,0,63,2158689
9781906125837,Naughty Spanking 1 - 20 Erotic Stories,5.11,2,0,81,2553615
9780713673791,New Mermaids - The Recruiting Officer,9,16,0,1190,1612846
9780352345035,New Rakes,4.99,3,0,105,5887619
9780946162765,No Way Back,5.21,4,0,117,1730449
9781845883614,Nonsuch Classics - The Bivouac,5.49,5,0,27,3002350
9781852248949,Not In This World,3.99,14,0,457,1568495
9780352341938,Odalisque,5,4,2,291,1343285
9781849941334,Ode To Childhood: Poetry To Celebrate The Child,4.5,6,1,112,1890178
9781847673466,Personal Velocity,3.28,9,2,1141,92156
9781847771933,PLACE,6.05,4,2,98,1057904
9780571230709,Poet To Poet - Alexander Pope,4.79,12,3,1241,835089
9780571235483,Poet To Poet - Andrew Marvell,4.11,13,2,1526,1696736
9780571226795,Poet To Poet - Ben Jonson,3.56,16,3,1877,76174
9780571203833,Poet To Poet - Homer: War Music,4.79,10,4,1233,693763
9780571209811,Poet To Poet - Samuel Taylor Coleridge,3.99,12,3,1234,1222794
9780571230693,Poet To Poet - Thom Gunn,3.99,14,2,1340,580977
9780571236817,Poet To Poet: John Skelton,4.29,12,0,1291,20522214
9780571236800,Poet To Poet: Robert Herrick,5.69,13,3,1284,490606
9780571238040,Poet To Poet: Sir Walter Ralegh,5.23,3,1,169,1622645
9780352339973,Pride,7.19,1,0,74,5861500
9781848376151,Professor,3.99,2,0,576,1696064
9780099513650,Pursuit,9.99,4,2,1064,710109
9781911445272,Raffles: The Complete Innings,4.8,4,0,105,1675452
9781904265184,Red Razors,4.99,4,2,111,1111695
9780099504986,Reservoir Chronicle 10: Tsubasa,3.96,6,1,55,1983736
9780224090858,Robert Bringhurst - Selected Poems,8.24,5,3,1125,1011201
9781848456792,Rosie Coloured Glasses,4.54,8,1,111,2038698
9780571245864,Salati Case,4.8,15,4,1166,612658
9781845887292,Scarlet Ribbon,4.3,4,0,79,4979194
9781907761904,Secret Life of Girls,5.8,4,3,1068,1449257
9781907016578,Sex At Work,4.8,2,0,111,4242417
9780352341655,Silver Cage,6.2,4,0,57,3829119
9780352341419,Silver Collar,4.5,4,0,1102,2810716
9781783297757,Sleepy Hollow: The Secret Journal Of Ichabod Crane,5,14,2,241,741817
9780224101684,Stairwell,5.5,7,6,1065,430624
9781848566644,Star Trek: Nero,5.25,4,1,106,1203829
9780352335883,Stella Does Hollywood,5,6,2,37,882820
9780575073692,British Summertime (Gollancz SF S.),9.89,1,0,15,2143952
9781845027209,Tangling Of The Web,3.38,17,2,1292,1147817
9780352341372,Templar Prize,5.5,3,0,18,4275578
9780352341198,Ten Visions,4.3,6,1,1021,2378692
9780571264902,Tippoo Sultan's Incredible White Man Eating Tiger Toy Machine,4.99,11,2,1172,1259144
9781904706724,True Confessions 2 - Fall From Grace,6.29,1,0,100,5837420
9780099563693,Uninvited Guests,4.99,18,17,1264,128778
9780099591931,Valley Of Decision,9.83,10,4,82,1270440
9780486434100,Vicar Of Wakefield,4.79,2,2,22,1103091
9780720612301,Wager,8.95,13,0,1268,2539265
9780099597582,War Stories,4.79,3,3,98,1749974
9780720611878,Weary Generations,3.99,11,0,1147,1740793
9780099579984,Wedding Gift,7.49,15,3,116,656388
9780352345080,Wicked Obsession,4.99,9,2,15,1465539
9780352341617,Wicked Sex,4.99,3,0,76,2730096
9780352341945,Wildwood,4.99,14,0,88,2557722
9780099551850,Wrong Blood,5.92,4,1,87,1662843
9780099589990,Young & Prodigious T.S.Spivet,7.4,12,1,147,1276358
9780352341600,Zellie's Weakness,7.19,1,0,104,3571531
9781848093249,Sworn Sword,12.86,2,2,7,1041102
9780099541745,Best Of Men,4.79,6,0,25,1998443
9781845881054,Long-Ago Affair - Tales From Caravan vol.2,4.79,4,0,1035,5596468
9781845880026,Ask Mamma or The Richest Commoner In England,4.61,11,0,155,2161899
